ES,requiredResources-save-fail,Almacenamiento fallido de RequiredResources,VEC-MINOR-ERROR
EN,eiaTypeMaintenancePlan-delete-fail,Failed to delete EiaTypeMaintenancePlan,VEC-MINOR-ERROR
EN,requiredResources-delete-fail,Failed to delete RequiredResources,VEC-MINOR-ERROR
EN,eiaTypeMaintenancePlan-findByEiaType-fail,Failed to find EiaTypeMaintenancePlan by eiaType,VEC-MINOR-ERROR
EN,requiredResources-findByServiceAndResource-fail,Failed to find RequiredResources by serviceAndResource,VEC-MINOR-ERROR
EN,requiredResources-findByActivity-fail,Failed to find RequiredResources by activity,VEC-MINOR-ERROR
EN,eiaTypeMaintenancePlan-findByMaintenancePlan-fail,Failed to find EiaTypeMaintenancePlan by maintenancePlan,VEC-MINOR-ERROR
EN,eiaTypeMaintenancePlan-save-fail,Failed to save EiaTypeMaintenancePlan,VEC-MINOR-ERROR
EN,requiredResources-save-fail,Failed to save RequiredResources,VEC-MINOR-ERROR
ES,eiaTypeMaterial-delete-fail,Falló la eliminación  del Material,VEC-MINOR-ERROR
ES,eiaTypeMaterial-findByEiaType-fail,Búsqueda fallida de Material por Tipo de Equipo,VEC-MINOR-ERROR
ES,eiaTypeMaterial-save-fail,Almacenamiento fallido del Material,VEC-MINOR-ERROR
EN,eiaTypeMaterial-delete-fail,Failed to delete EiaTypeMaterial,VEC-MINOR-ERROR
EN,eiaTypeMaterial-findByEiaType-fail,Failed to find EiaTypeMaterial by eiaType,VEC-MINOR-ERROR
EN,eiaTypeMaterial-save-fail,Failed to save EiaTypeMaterial,VEC-MINOR-ERROR
ES,eiaTypeMaterial-update-fail,Actualización fallida del Material,VEC-MINOR-ERROR
EN,eiaTypeMaterial-update-fail,Actualización fallida del Tipo de Equipo y el Material,VEC-MINOR-ERROR
ES,eiaTypePicture-delete-fail,Falló la eliminación del EiaTypePicture,VEC-MINOR-ERROR
ES,eiaTypePicture-findByEiaType-fail,Búsqueda fallida de EiaTypePicture por eiaType,VEC-MINOR-ERROR
ES,eiaTypePicture-find-fail,Búsqueda fallida de EiaTypePicture,VEC-MINOR-ERROR
ES,eiaTypePicture-save-fail,Almacenamiento fallido de EiaTypePicture,VEC-MINOR-ERROR
ES,eiaTypePicture-update-fail,Actualización fallida de EiaTypePicture,VEC-MINOR-ERROR
EN,eiaTypePicture-delete-fail,Failed to delete EiaTypePicture,VEC-MINOR-ERROR
EN,eiaTypePicture-findByEiaType-fail,Failed to find EiaTypePicture by eiaType,VEC-MINOR-ERROR
EN,eiaTypePicture-find-fail,Failed to find EiaTypePicture,VEC-MINOR-ERROR
EN,eiaTypePicture-save-fail,Failed to save EiaTypePicture,VEC-MINOR-ERROR
EN,eiaTypePicture-update-fail,Failed to update EiaTypePicture,VEC-MINOR-ERROR
ES,eiaTypeUtility-delete-fail,Falló la eliminación del Servicio Utilitario,VEC-MINOR-ERROR
ES,eiaTypeUtility-findByEiaType-fail,Búsqueda fallida de Servicio Utilitario por Tipo de Equipo,VEC-MINOR-ERROR
ES,eiaTypeUtility-save-fail,Almacenamiento fallido del Servicio Utilitario,VEC-MINOR-ERROR
EN,eiaTypeUtility-delete-fail,Failed to delete EiaTypeUtility,VEC-MINOR-ERROR
EN,eiaTypeUtility-findByEiaType-fail,Failed to find EiaTypeUtility by eiaType,VEC-MINOR-ERROR
EN,eiaTypeUtility-save-fail,Failed to save EiaTypeUtility,VEC-MINOR-ERROR
EN,eiaTypeUtility-update-fail,Failed to save EiaTypeUtility,VEC-MINOR-ERROR
ES,eiaTypeUtility-update-fail,Falló la actualización del Tipo de Equipo y el Servicio Utilitario,VEC-MINOR-ERROR
ES,maintenanceActivityMaintenanceProtocol-delete-fail,Falló la eliminación del MaintenanceActivityMaintenanceProtocol,VEC-MINOR-ERROR
