#ccdi definition (code, name, length, levels, status [active, inactive], concept, codeType [numeric, alpha, barcode], verification?, verificationMethod)
MATERIAL,MATERIAL,10,5,0,1,1,False,,
EQUIPOS,EQUIPOS,10,5,0,2,1,False,,
